Symbol,Company,Market,Industry,Sector,MySector,ESector,SET50,SET100
SSSC,SIAM STEEL SERVICE CENTER PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
SST,SUB SRI THAI PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
SSTPF,SUB SRI THAI PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SSTRT,SUB SRI THAI REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SSTSS,SUBSRITHAI SMART STORAGE PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
SST-W2,SUB SRI THAI PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
STA,SRI TRANG AGRO-INDUSTRY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,Agribusiness,AGRI,,1
STANLY,THAI STANLEY ELECTRIC PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,Automotive,AUTO,,
STAR,STAR SANITARYWARE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
STARK,STARK CORPORATION PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,Industrial Materials,IMM,,
STAR-W2,STAR SANITARYWARE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
STAR-W3,STAR SANITARYWARE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
STEC,"SINO-THAI ENGINEERING AND CONSTRUCTION PUBLIC CO.,LTD.",SET,Property & Construction,Property Development,CONS,CONS,,1
STHAI,"SHUN THAI RUBBER GLOVES INDUSTRY PUBLIC CO., LTD",SET,Consumer Products,Personal Products & Pharmaceuticals,ZNOT,PERSON,,
STI,STONEHENGE INTER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
STPI,STP&I PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
STPI-W1,STP&I PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
SUC,SAHA-UNION PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
SUN,SUNSWEET PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SUPER,SUPERBLOCK PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,1
SUPER-W1,SUPERBLOCK PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
SUPER-W2,SUPERBLOCK PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
SUPER-W3,SUPERBLOCK PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
SUPER-W4,SUPERBLOCK PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
SUSCO,SUSCO PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
SUSCO-W1,SUSCO PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
SUTHA,GOLDEN LIME PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,Petro,PETRO,,
SVH,SAMITIVEJ PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
SVI,SVI PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,Electronic,ETRON,,
SVI-W3,SVI PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,Electronic,ETRON,,
SVOA,SVOA PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
S-W1,SINGHA ESTATE PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
SWC,SHERWOOD CHEMICALS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SWC-W1,SHERWOOD CHEMICALS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
SYMC,SYMPHONY COMMUNICATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
SYNEX,SYNNEX (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
SYNTEC,SYNTEC CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
T,THAI INDUSTRIAL & ENGINEERING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TACC,T.A.C. CONSUMER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TAE,THAI AGRO ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
TAKUNI,TAKUNI GROUP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TAKUNI-W,TAKUNI GROUP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TAPAC,TAPACO PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TAPAC-W1,TAPACO PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TAPAC-W2,TAPACO PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TAPAC-W3,TAPACO PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TASCO,TIPCO ASPHALT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,1
TASCO-W3,TIPCO ASPHALT PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ZNOT,CONMAT,,
TBSP,THAI BRITISH SECURITY PRINTING PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
TC,TROPICAL CANNING (THAILAND) PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
TCAP,THANACHART CAPITAL PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankSmall,BANK,1,1
TCB,THAI CARBON BLACK PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
TCC,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
TCCC,THAI CENTRAL CHEMICAL PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,Petro,PETRO,,
TCC-W1,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
TCC-W2,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
TCC-W3,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
TCC-W4,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
TCC-W5,THAI CAPITAL CORPORATION PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,ZNOT,ENERG,,
TCIF,THAI COMMERCIAL INVESTMENT FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TCJ,T.C.J. ASIA PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,Industrial Materials,IMM,,
TCJ-W1,T.C.J. ASIA PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,ZNOT,IMM,,
TCJ-W2,T.C.J. ASIA PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,ZNOT,IMM,,
TCMC,THAILAND CARPET MANUFACTURING PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
TCMC-W1,THAILAND CARPET MANUFACTURING PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
TCMC-W2,THAILAND CARPET MANUFACTURING PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
TCOAT,THAI COATING INDUSTRIAL PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
TCP,THAI CANE PAPER PUBLIC COMPANY LIMITED,SET,Industrials,Paper & Printing Materials,ZNOT,PAPER,,
TEAM,TEAM PRECISION PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,ZNOT,ETRON,,
TEAMG,TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY LIMITED,SET,Services,Professional Services,Professional,PROF,,
TF,THAI PRESIDENT FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
TFD,THAI FACTORY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TFD-W1,THAI FACTORY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TFD-W2,THAI FACTORY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TFD-W3,THAI FACTORY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TFD-W4,THAI FACTORY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TFD-W5,THAI FACTORY DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TFFIF,THAILAND FUTURE FUND,SET,Services,Transportation & Logistics,Transport,TRANS,,
TFG,THAIFOODS GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
TFG-W1,THAIFOODS GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
TFG-W2,THAIFOODS GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
TFI,TFI CORPORATION PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
TFMAMA,THAI PRESIDENT FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
TFUND,TICON PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TGCI,THAI-GERMAN CERAMIC INDUSTRY PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,Ceramic,CONMAT,,
TGPRO,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TGPRO-W1,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TGPRO-W2,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TGPRO-W3,THAI-GERMAN PRODUCTS PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TGROWTH,TICON INDUSTRIAL GROWTH LEASEHOLD,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TH,TONG HUA COMMUNICATIONS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
THAI,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,1
THANA,THANASIRI GROUP PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
THANI,RATCHTHANI LEASING PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,,1
THCOM,THAICOM PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
THE,THE STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
THE-W1,THE STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
THE-W2,THE STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
THG,THONBURI HEALTHCARE GROUP PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
THIF,THAI HOTEL INVESTMENT FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
THIP,THANTAWAN INDUSTRY PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
THL,TONGKAH HARBOUR PUBLIC COMPANY LIMITED,SET,Resources,Mining,ZNOT,MINE,,
THMUI,THAI MUI CORPORATION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
THRE,THAI REINSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
THREL,THAIRE LIFE ASSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
TH-W1,TONG HUA COMMUNICATIONS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
TH-W2,TONG HUA COMMUNICATIONS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
TIC,THE THAI INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
TICON,TICON INDUSTRIAL CONNECTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TICON-T1,TICON INDUSTRIAL CONNECTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
TICON-W3,TICON INDUSTRIAL CONNECTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
TICON-W6,TICON INDUSTRIAL CONNECTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
TIES,THAI INDUSTRIAL & ENGINEERING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TIES-W1,THAI INDUSTRIAL & ENGINEERING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TIES-W2,THAI INDUSTRIAL & ENGINEERING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TIF1,THAI INDUSTRIAL FUND 1,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TIGER,THAI ENGER HOLDING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TIP,DHIPAYA INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
TIPCO,TIPCO FOODS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
TISCO,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankSmall,BANK,1,1
TISCO-P,TISCO FINANCIAL GROUP PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankSmall,BANK,,
TITLE,RHOM BHO PROPERTY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TIW,THAILAND IRON WORKS PUBLIC COMPANY LIMITED,SET,Industrials,Steel,ZNOT,STEEL,,
TK,THITIKORN PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Leasing,FIN,,
TKN,TAOKAENOI FOOD & MARKETING PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,1
TKS,T.K.S. TECHNOLOGIES PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
TKT,T.KRUNGTHAI INDUSTRIES PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,Automotive,AUTO,,
TLGF,TESCO LOTUS RETAIL GROWTH FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TLHPF,THAILAND HOSPITALITY PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TLOGIS,TPARK LOGISTICS PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TLUXE,THAILUXE ENTERPRISES PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
TLUXE-W2,THAILUXE ENTERPRISES PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
TM,TECHNO MEDICAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMB,TMB BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,BankSmall,BANK,1,1
TMC,T.M.C. INDUSTRIAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMC-W1,T.M.C. INDUSTRIAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMD,THAI METAL DRUM MANUFACTURING PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
TMI,TEERA-MONGKOL INDUSTRY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMILL,T S FLOUR MILL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMILL-W1,T S FLOUR MILL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMI-W1,TEERA-MONGKOL INDUSTRY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TMT,THAI METAL TRADE PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TMW,THAI MITSUWA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TNDT,THAI NONDESTRUCTIVE TESTING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TNH,THAI NAKARIN HOSPITAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,Health Care,ZNOT,,
TNITY,TRINITY WATTHANA PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
TNITY-W1,TRINITY WATTHANA PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
TNL,THANULUX PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
TNP,THANAPIRIYA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TNPC,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
TNPC-W1,THAI NAM PLASTIC PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
TNPF,TRINITY PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TNR,THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,ZNOT,PERSON,,
TOA,TOA PAINT (THAILAND) PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,Ceramic,CONMAT,1,1
TOG,THAI OPTICAL GROUP PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,ZNOT,PERSON,,
TONHUA,TONG HUA COMMUNICATIONS PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,ZNOT,,
TOP,THAI OIL PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Refinery,ENERG,1,1
TOPP,THAI O.P.P. PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
TPA,THAI POLY ACRYLIC PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
TPAC,THAI PLASPAC PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TPAC-W1,THAI PLASPAC PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TPBI,TPBI PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,Packaging,PKG,,
TPC,THAI PLASTIC AND CHEMICALS PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
TPCH,TPC POWER HOLDING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TPCORP,TEXTILE PRESTIGE PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
TPC-W1,THAI PLASTIC AND CHEMICALS PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
TPIPL,TPI POLENE PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
TPIPP,TPI POLENE POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,1
TPLAS,THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TPOLY,THAI POLYCONS PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
TPOLY-W1,THAI POLYCONS PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
TPOLY-W2,THAI POLYCONS PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,ZNOT,PROP,,
TPP,THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED,SET,Industrials,Packaging,ZNOT,PKG,,
TPRIME,THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TQM,TQM CORPORATION PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
TR,THAI RAYON PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
TRC,TRC CONSTRUCTION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,CONS,CONS,,
TREIT,TICON FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TRIF,Thai Retail Investment Fund,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TRITN,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
TRITN-W2,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
TRITN-W3,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
TRS,TRANG SEAFOOD PRODUCTS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
TRT,TIRATHAI PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TRT-W2,TIRATHAI PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TRU,THAI RUNG UNION CAR PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,Automotive,AUTO,,
TRUBB,"THAI RUBBER LATEX CORPORATION (THAILAND) PUBLIC CO.,LTD.",SET,Agro & Food Industry,Agribusiness,Agribusiness,AGRI,,
TRUBB-W1,"THAI RUBBER LATEX CORPORATION (THAILAND) PUBLIC CO.,LTD.",SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
TRUE,TRUE CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,1,1
TRUEIF,TRUE TELECOMMUNICATIONS GROWTH INFRASTRUCTURE FUND,SET,Technology,Information & Communication Technology,ICT,ICT,,
TSC,THAI STEEL CABLE PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
TSE,THAI SOLAR ENERGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSF,THREE SIXTY FIVE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSF-W1,THREE SIXTY FIVE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSF-W2,THREE SIXTY FIVE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSF-W3,THREE SIXTY FIVE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSF-W4,THREE SIXTY FIVE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSF-W5,THREE SIXTY FIVE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TSI,THE THAI SETAKIJ INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
TSI-W2,THE THAI SETAKIJ INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,ZNOT,INSUR,,
TSR,THIENSURAT PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
TSR-W1,THIENSURAT PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,HomeOffice,HOME,,
TSTE,THAI SUGAR TERMINAL PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,ZNOT,TRANS,,
TSTH,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TSTH-W1,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TSTH-W2,TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TT,TRITON HOLDING PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
TT&T,TT&T PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ZNOT,ICT,,
TTA,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
TTA-W3,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
TTA-W4,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
TTA-W5,THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
TTCL,TOYO-THAI CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
TTCL-W1,TOYO-THAI CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
TTI,THAI TEXTILE INDUSTRY PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
TTL,TTL INDUSTRIES PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
TTLPF,TALAAD THAI LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TTT,,SET,Consumer Products,Fashion,ZNOT,FASHION,,
